"uuid","name","number","city","state","obedience","createdAt","updatedAt"
"2a4c8a08-1abb-4d9a-a649-cd9a214a1227",União Belavistense,"4216",Bela Vista de Goiás,GO,GOB,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"2c0839a6-0f57-431d-b58e-81cdd139c9cf",Athenas de Goiás,"173",Catalão,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
"2c429b2c-d4e1-4aac-acbf-fede6c9ca82f",Obreiros da Paz,"129",Goiânia,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"2d592cf1-26b8-4b70-a536-b2c95174e1aa",Vale do Rio Quente,"114",Caldas Novas,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"2d72cfb3-479a-4b11-a2a7-6feca119f1a7",Estrela dos Pirineus,"3046",Corumba,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"3150a463-d011-4917-928e-e24b0a0e8af8",Acácia do Cerrado,"3877",Aparecida de Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"32a56231-58d9-47c9-af08-4f1942e97f53",Voluntários da Pátria,"3440",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"33e8f9a2-7efc-4f54-b756-50d799a90062",Professor João Menezes,"2034",Niquelândia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"34a55dee-679e-4d0a-9ae1-b64248e76cc6",Gumercindo Manoel do Nascimento,"154",Goiânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
"34b895bc-cb38-42d0-8030-dd2a47d3ae28",Roosevelt,"1",Anápolis,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"353df3ed-3c7d-4420-8079-c12868ec8a87",Luz No Horizonte,"2038",Goiânia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"35ac1a4b-1ecc-488b-95d0-aa8a94a90529",Mensageiros da Paz,"1435",Goiânia,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"362e5d82-44fc-4dc7-ab6e-a0fd1aedc03a",União Feliz,"31",Goiânia,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"36567066-7ed6-45ca-b760-c826b33ca851",A Estrita Observância,"4189",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"3659be47-63b4-4589-b9d2-d91b400ac669",Isis,"102",Luziânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"37a5d77b-20f8-4e52-baf5-8215f57cc1af",Serrania Jaraguense,"1283",Jaragua,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"3aa9f9aa-7588-4dfd-a728-18ff02a7e858",União e Fraternidade,"123",Goiânia,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"3baa897b-8478-4cd6-b466-15fde1cfc348",Estrela No Horizonte,"2575",Goiânia,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
"3d02675f-fd20-482f-987a-6426bc28ac7b",Dr. Domingos Mendes da Silva,"2",Ceres,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"3e65684c-7b60-4d36-8a7d-3f7eb0b6a0c1",José do Patrocínio,"148",Valparaíso De Goiás,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
"3ea8423b-4ad4-4cfb-8be3-95d2b188f0b7",Igualdade e União do Brasil,"2035",Acreúna,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"400ac76b-6663-4a33-ad3e-f3a4ee24db45",Nilson Alves Garcia,"2033",Goiânia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"4262de18-4ba8-43e4-ae48-4eba09049ad6",Fraternidade Vale do São Patrício,"113",Goianésia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"4275a5fd-5c75-40f1-b8c6-e40da74554ae",Arte Real,"2560",Goiânia,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
"4289924f-a753-4ca4-836c-4002ffcccd44",Asilo da Acácia,"1248",Goiânia,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"43ea2ff8-e91a-435d-865c-56dbb8c6f944",Narceu de Almeida,"2009",Itauçu,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"44dd92f3-69dc-400f-9ca3-ebd7d6d19d05",João do Lago Nogueira Paranagua,"2056",Goiânia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"45814f1f-45c3-4a36-937c-87518ee37c8b",Aurora de Goiás,"1393",Goiânia,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"464902f7-28cb-470c-8589-d5fe72a83f4a",Asilo da Liberdade,"1801",Anicuns,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"467b20f2-fae0-49c1-b38f-5c6adf6a651c",Pérola do Sul,"48",Bela Vista De Goiás,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"4704e039-aaea-43d0-97de-fcdd3e293668",Acácia Cristalinense,"1233",Cristalina,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"484b10b5-34db-414a-a0b8-5cecda5038db",Caridade e Justiça de Porangatu,"1659",Porangatu,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"48c67664-5fa8-442f-95b8-103ccde402db",Vale do Planalto,"91",Goiânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"490b36f1-6eb1-401a-84ee-1b4830fa3297",Cavaleiros da Ordem do Templo,"85",Goiânia,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"49778743-9779-4c65-836d-0abf2a6a4f03",Milton Finotti,"152",Goiânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
"49af676f-0b0a-4e12-855e-594bf67ab3b8",Vale do São Patrício,"1334",Ceres,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"4a2b78e5-c4f1-436f-ada9-e12b2d51cb59",Winston Churchill,"2216",Anápolis,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
"4d11f880-e4fb-4d60-9965-1c0b1433c212",Planalto do Bem,"1282",Firminópolis,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"4dad3dbd-fe31-4121-9bf5-7cc398dcbd52",Vicente Corrêa Marzagão,"65",Anicuns,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"4e80dfe2-c5b6-4ebf-9994-3b2c95287afd",Quatro de Julho,"7",Uruaçu,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"4f4d4269-d64e-48a8-9b22-cc079bbe8b34",José Muniz de Carvalho,"2238",Itapuranga,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
"508f77bb-e638-466c-a767-54454d389858",Mestre Pythágoras,"127",Goiânia,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"51a086b5-0334-4d1b-a6c4-9b9be9cbc52c",Moral e Cultura,"37",Porangatu,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"51ea3de3-3dd0-40a0-9a7f-9f8818b15ff0",Entre Rios,"3190",Água Limpa,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"54237e9a-45c1-4438-8646-b962280aa820",Bandeirantes do Uru,"3",Uruana,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"559955b4-bfe2-4651-954f-2183970fd188",Paz e Amor III,"923",Catalão,GO,GOB,"2025-08-20 14:42:38","2025-08-20 14:42:38"
"57c41352-1421-4e72-8e36-da29752fe4a5",Templários,"90",Anápolis,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"583d7b03-40e5-4b25-8128-facace2fd6db",Estrela do Araguaia,"1770",São Miguel Araguaia,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"58b37c3a-0b2e-4405-8270-829346575741",Carlos Batista de Lacerda,"143",Sanclerlândia,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"5af12f18-7a2f-4b57-91f5-cf30ec739d7b",Luz e Prudência,"1976",Goiânia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"5b75bbdc-eb2f-4785-a0dc-032e3eb5fc75",Obreiros da Arte Real,"155",Goiânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
"5e6deac9-ae2e-4e6b-a558-e8f2a712434f",Carlos Antônio Paim,"136",Jaraguá,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"627d5d1d-b612-4429-923f-c54d49cabe63",Força e União,"120",Goiânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"6382dda5-aa38-41e3-b039-c82275da3968",Guimarães Natal,"1946",Goiânia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"65ad2828-3cf7-43db-bdae-419044847da4",Minerva,"1805",Goiânia,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"65ee5af1-6eee-4e2f-b7fe-08ab5d84a069",Cavaleiros da Esperança,"147",Goiânia,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"662cb55d-15ca-428b-8c36-050041785e42",Obreiros do Cerrado,"3789",Jatai,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"6641b03f-b1cc-41aa-aeb6-2b28abf6ac5c",Vale do Rio Vermelho,"55",Itapirapuã,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"667e9c15-97f3-4d09-ba0e-33b8577f7948",União e Cultura,"139",Nazário,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"67c1a487-cdb2-4ed6-a5b6-94335d763112",Moderna Olavo Bilac,"4027",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"69b0388c-b2c9-4cab-9b04-305857c3cf41",Alfredo Nasser,"2049",Jaragua,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"6a9362bc-0bf2-4874-bb8a-d633a51c0856",Comendador Daniel Correa Trindade,"47",Goiânia,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"6b548198-d4a0-4b66-9689-007f1ea668a5",Estrella Rioverdense,"1139",Rio Verde,GO,GOB,"2025-08-20 14:42:38","2025-08-20 14:42:38"
"6b62e29a-ea9a-4fdc-b396-000209edce2c",Duque de Caxias,"52",Posse,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"6dbb66b4-3606-4d34-b10c-ce0407b41ca3",Acácia Betaniense,"132",Britânia,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"6ea7b114-59c1-4a3b-a0f1-5a1a00a2a2a4",Ita Universal,"34",Itaguaru,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"6fe7179c-456d-455e-a17e-bbc2bbcdaa44",Thermas de Caldas,"164",Caldas Novas,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
"701b7e6d-bdd6-478a-b358-3856be99c064",Fraternidade Acadêmica Prof. Álvaro Palmeira,"3776",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"707b0ae3-3351-4bba-8cbd-bce2f6018e74",Estrela de Araçu,"2080",Araçu,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"70d1885b-826d-4c44-afb7-80e99c754698",União e Concordia,"1128",Urutaí,GO,GOB,"2025-08-20 14:42:38","2025-08-20 14:42:38"
"70f731ef-1caf-4655-9d5d-60e3ff567383",Luz e Saber,"2380",Goiânia,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
"71138605-4a84-460c-be7d-b001aadc804b",Guatimozim,"76",Joviânia,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"7200cac1-0c67-4123-99dd-cb3c45cf9976",Obreiros da Arca Real,"2926",Goiânia,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
"7222f244-81a9-4460-b1ee-c30f22748f20",Independência,"40",Anápolis,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"7268d24b-f71f-4ed6-a8ed-c729bf11f45c",Universitária Filosofia e Cultura,"3814",Anápolis,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"73bab310-5e10-4e73-b90b-cb3d772dc84b",João Braz,"1116",Trindade,GO,GOB,"2025-08-20 14:42:38","2025-08-20 14:42:38"
"73f2333d-5976-469b-8805-805fe5cf5801",Fraternidade de Goiânia,"97",Goiânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"74e3bddb-1aef-415f-9e21-b92121a6978f",Quintino Bocaiúva,"77",Mozarlândia,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"75833b5d-e491-4723-a66c-54bef3ed0fe5",Aurora de Caiapônia,"1876",Caiaponia,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"7672d351-7b0b-4dbe-a176-ab1b4e589b1d",União de Paranaiguara,"36",Paranaiguara,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"76e77bef-99a7-4c20-b308-2714133c0af1",União e Sigilo,"2320",Fazenda Nova,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
"77217163-d9b0-495d-8631-5032a593d362",Olímpio de Miranda,"2957",Ouvidor,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"77e9265b-a18f-4bdb-9dd6-83acbeea2870",Lealdade e Justiça,"1222",Anápolis,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"78a2c114-94ad-4aa2-832f-ef04982aeeb8",Reintegração e Concórdia,"57",Goiânia,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"7a17cccb-3b59-4566-9575-1887bf5e8876",Brasiliana,"22",Minaçu,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"7c7f7122-0657-4d1c-a518-83b05a34e3d9",Justiça e União,"2012",Bom Jesus de Goiás,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"7d02dca7-33ff-4f4f-a3af-7bcd6bc0c818",Dom Pedro I,"45",Mineiros,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"7d7c6ebe-f0d6-47da-b30f-36045b0edb3c",Cruzeiro do Sul,"1715",Itumbiara,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"7df4aabe-9c03-4de2-bf70-39c7c965ca28",Cavalheiros da Harmonia,"41",Goiânia,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
"7e51ab59-5c34-4a7e-8876-42b6ed484599",Couto de Magalhães,"72",Aruanã,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"7e6a1366-45f0-4419-b796-6b95c3cedb27",União Fraterna Anapolina,"4635",Anápolis,GO,GOB,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"7e74779b-3171-4cae-a786-8f2a739a62eb",Eterna Vigilância,"104",Inhumas,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"7e9d60ba-b1b7-4394-a4a8-14b28f17ba7b",Acácia Abadiense,"4570",Trindade,GO,GOB,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"7fbdb152-9164-49e4-8327-581c35370eae",Harmonia e Concórdia,"165",Goiânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
"80c3d6cb-f6d5-4e07-bbab-7c63bf1dd2b7",Justiça e Caridade,"1293",Itumbiara,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"82e88a6a-8e3a-4225-9209-e9ce315460a9",Estrela Montebelense,"1590",S.Luis Montes Belos,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"838b90fd-7113-4ab4-942a-aba622ac767c",Paz e Amor IV,"948",Ipameri,GO,GOB,"2025-08-20 14:42:38","2025-08-20 14:42:38"
"863e713f-dc52-4b87-b3da-88055e79869f",Estrela Crixaense,"2047",Crixas,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"89a48224-ae26-466b-8da1-116b8efccb35",União e Liberdade,"1471",Formosa,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"8bc2df59-e493-40c8-b8f5-7bf8d56cbc4c",Trindade,"58",Trindade,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"8c93c71e-fe4b-4431-94f7-1fbf4f6fe420",Estrela do Carmo,"2651",Carmo Rio Verde,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
"8cd91efe-1ce5-4b01-8be9-cad852d0b6f9",Estrela do Oriente,"1360",Goianesia,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"8d228129-c72d-4113-b1f2-c9c43cbcae0a",Alvorada Goiana,"1949",Goiânia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
"8e460f24-e7aa-420a-a181-85b82bd95aed",Oswaldo Jayme Ribeiro,"116",Goiânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"8e48184b-6fd2-4703-b488-0a7f7a767b4e",Liberdade e União,"1158",Goiânia,GO,GOB,"2025-08-20 14:42:38","2025-08-20 14:42:38"
"8ef471bc-27bb-480d-833a-9244837f41d5",Mosaico,"172",Luziânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
"905fcc99-d926-4fa2-ab22-a43890e3cea9",Grão-Mestre Adolfo Ribeiro Valadares,"168",Palmeiras De Goiás,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
"9088524a-92c9-44fe-b770-25be240fe197",Segredo e União,"1189",Caldas Novas,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"92a14c06-97a7-494d-99d2-7c7a8e2e6b8c",Bartolomeu Bueno da Silva,"71",Goiânia,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"941a28cd-85ee-4a02-8d06-b473c5163271",Segredo e Vigilância,"1676",Parauna,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
"9493a976-ac98-4c92-93bd-a87f2dc97082",Vale do Rio dos Bois,"3699",Cezarina,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"951dd1bb-74da-433e-948b-401b0e354d3f",Paz Universal,"17",Goiânia,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"96387b81-e16b-4a66-8346-df63f8cb7bf7",Mensageiros da Luz Celestial,"4374",Goiânia,GO,GOB,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"96b948a0-e511-47f6-ba09-bc4ccab91452",Vale Das Orquídeas,"133",Piracanjuba,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"972c1d3c-ea8d-4a59-b621-f808dc323798",Aprendizes da Verdade,"98",Goiânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"98737127-9f8d-4ba0-b27e-37ecaf700daf",Ordem e União,"3191",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"99b107db-dfc6-4ef5-accb-80b60858c040",Lafayette Teixeira França,"56",São Simão,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
"99b401e0-2be5-4257-8f55-519397366553",Portal de Aquário,"2983",Alto Paraiso,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
"9a998d41-c093-4bb9-970d-31db1cc4e3a5",Martinez de Pasqually,"4622",Goiânia,GO,GOB,"2025-08-20 14:42:44","2025-08-20 14:42:44"
"9ad56b23-c9d2-4b41-8447-aadb59e0ce7b",Pedro Nunes Ferreira,"124",Mossâmedes,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
"9af50088-f91a-4cd2-adab-d49eed805bd6",Vigilância e Fraternidade de Inhumas,"1160",Inhumas,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
"9b781499-c718-4cb5-8cb5-3936a350703a",Cavaleiros da Arte Real Anapolina,"3138",Anápolis,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
